"Unique.ID","Indicator.ID.x","Name","Measure","Measure.Info","Geo.Type.Name","Geo.Join.ID","Geo.Place.Name","Time.Period","Start_Date","Data.Value","County","Year","County.Code","Health.Topic.Number","Health.Topic","Indicator.ID.y","Indicator.Name","Trend.Data.County.Value","Trend.Data.NYC.Value","Three.Year.Average.County.Value","Data.Source","Category","Risk_Level","county_vs_nyc"
219969,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2013","6/1/2013",31.25,"Bronx","2013",58,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",25.3,10.2,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",148
219969,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2013","6/1/2013",31.25,"Bronx","2013",58,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",64.5,33.3,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",94
219969,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2013","6/1/2013",31.25,"Bronx","2013",58,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",77.2,45.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",68
219969,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2013","6/1/2013",31.25,"Bronx","2013",58,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",3.3,2.1,3.4,"Vital Statistics Data as of May, 2018","Mortality",NA,57
219969,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2013","6/1/2013",31.25,"Bronx","2013",58,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",3.5,2,3.5,"Vital Statistics Data as of May, 2018","Mortality",NA,75
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",144.7,69.2,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",109
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,3,"Child and Adolescent Health Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",77.4,38.8,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",99
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,3,"Child and Adolescent Health Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",89,44.7,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",99
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h35","Asthma hospitalization rate per 10,000",55.8,26.7,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",109
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h35a","Age-adjusted asthma hospitalization rate per 10,000",56.1,27.4,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",105
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",144.7,69.2,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",109
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",77.4,38.8,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",99
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",89,44.7,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",99
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h39","Asthma hospitalization rate per 10,000 - Aged 5-64 years",45.2,20.8,NA,"SPARCS Data as of December, 2017","Hospitalization","High",117
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h40","Asthma hospitalization rate per 10,000 - Aged 15-24 years",22.3,11,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",103
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",26.6,9.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",169
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",63.7,31.8,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",100
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",72.8,41.2,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",77
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",3.6,2.1,3.7,"Vital Statistics Data as of May, 2018","Mortality",NA,71
219970,386,"Ozone (O3)","Mean","ppb","Borough",1,"Bronx","Summer 2014","6/1/2014",31.15,"Bronx","2014",58,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",3.7,2.1,3.7,"Vital Statistics Data as of May, 2018","Mortality",NA,76
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",79.3,87,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-9
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,3,"Child and Adolescent Health Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",33.9,36.9,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-8
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,3,"Child and Adolescent Health Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",44.7,48.9,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h35","Asthma hospitalization rate per 10,000",33.6,33.5,NA,"SPARCS Data as of December, 2017","Hospitalization","High",0
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h35a","Age-adjusted asthma hospitalization rate per 10,000",33.9,34,NA,"SPARCS Data as of December, 2017","Hospitalization","High",0
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",79.3,87,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-9
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",33.9,36.9,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-8
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",44.7,48.9,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h39","Asthma hospitalization rate per 10,000 - Aged 5-64 years",25.8,26,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",-1
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h40","Asthma hospitalization rate per 10,000 - Aged 15-24 years",13.1,14.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-12
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",15.6,15.5,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",1
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",41.6,40,NA,"SPARCS Data as of December, 2017","Hospitalization","High",4
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",58.1,53.5,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",9
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",1.5,1.7,2.1,"Vital Statistics Data as of May, 2018","Mortality",NA,-12
219971,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2009","6/1/2009",26.27,"Kings","2009",59,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",1.6,1.7,2.1,"Vital Statistics Data as of May, 2018","Mortality",NA,-6
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",72.1,83.4,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-14
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,3,"Child and Adolescent Health Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",30.4,33.5,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,3,"Child and Adolescent Health Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.7,44.6,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-11
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h35","Asthma hospitalization rate per 10,000",31.4,31,NA,"SPARCS Data as of December, 2017","Hospitalization","High",1
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h35a","Age-adjusted asthma hospitalization rate per 10,000",32.1,32,NA,"SPARCS Data as of December, 2017","Hospitalization","High",0
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",72.1,83.4,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-14
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",30.4,33.5,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.7,44.6,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-11
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h39","Asthma hospitalization rate per 10,000 - Aged 5-64 years",23.5,23.5,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",0
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h40","Asthma hospitalization rate per 10,000 - Aged 15-24 years",9.3,10.7,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-13
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",12,12.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-7
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",43.5,39.8,NA,"SPARCS Data as of December, 2017","Hospitalization","High",9
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",62.2,53.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",15
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",2.4,2.2,2,"Vital Statistics Data as of May, 2018","Mortality",NA,9
219972,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2010","6/1/2010",33.83,"Kings","2010",59,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",2.4,2.1,2,"Vital Statistics Data as of May, 2018","Mortality",NA,14
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",68.2,76.4,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-11
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,3,"Child and Adolescent Health Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",30.8,34,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,3,"Child and Adolescent Health Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.5,43.6,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h35","Asthma hospitalization rate per 10,000",30.4,29.9,NA,"SPARCS Data as of December, 2017","Hospitalization","High",2
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h35a","Age-adjusted asthma hospitalization rate per 10,000",31.1,30.7,NA,"SPARCS Data as of December, 2017","Hospitalization","High",1
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",68.2,76.4,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-11
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",30.8,34,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.5,43.6,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-9
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h39","Asthma hospitalization rate per 10,000 - Aged 5-64 years",22.9,22.6,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",1
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h40","Asthma hospitalization rate per 10,000 - Aged 15-24 years",10.3,11.5,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-10
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",11.9,11.9,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",0
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",40.6,37.2,NA,"SPARCS Data as of December, 2017","Hospitalization","High",9
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",60.1,53.3,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",13
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",1.9,2.1,2.2,"Vital Statistics Data as of May, 2018","Mortality",NA,-10
219973,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2011","6/1/2011",33.19,"Kings","2011",59,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",2,2,2.2,"Vital Statistics Data as of May, 2018","Mortality",NA,0
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",64.3,76.3,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-16
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,3,"Child and Adolescent Health Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",32.5,36.7,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-11
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,3,"Child and Adolescent Health Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.9,45.4,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-12
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h35","Asthma hospitalization rate per 10,000",29.4,29.5,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",0
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h35a","Age-adjusted asthma hospitalization rate per 10,000",30,30.3,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-1
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",64.3,76.3,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-16
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h37","Asthma hospitalization rate per 10,000 - Aged 5-14 years",32.5,36.7,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-11
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h38","Asthma hospitalization rate per 10,000 - Aged 0-17 years",39.9,45.4,NA,"SPARCS Data as of December, 2017","Hospitalization","High",-12
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h39","Asthma hospitalization rate per 10,000 - Aged 5-64 years",22.5,22.8,NA,"SPARCS Data as of December, 2017","Hospitalization","Medium",-1
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h40","Asthma hospitalization rate per 10,000 - Aged 15-24 years",10.8,11.6,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-7
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h41","Asthma hospitalization rate per 10,000 - Aged 25-44 years",10.8,12,NA,"SPARCS Data as of December, 2017","Hospitalization","Low",-10
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h42","Asthma hospitalization rate per 10,000 - Aged 45-64 years",39.5,36.4,NA,"SPARCS Data as of December, 2017","Hospitalization","High",9
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","h43","Asthma hospitalization rate per 10,000 - Aged 65 years or older",55.8,48.6,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",15
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","d31","Asthma mortality rate per 100,000",2.1,2,2.1,"Vital Statistics Data as of May, 2018","Mortality",NA,5
219974,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2012","6/1/2012",33.89,"Kings","2012",59,13,"Respiratory Disease Indicators","d31a","Age-adjusted asthma mortality rate per 100,000",2.2,1.9,2.1,"Vital Statistics Data as of May, 2018","Mortality",NA,16
219975,386,"Ozone (O3)","Mean","ppb","Borough",2,"Brooklyn","Summer 2013","6/1/2013",31.13,"Kings","2013",59,3,"Child and Adolescent Health Indicators","h36","Asthma hospitalization rate per 10,000 - Aged 0-4 years",57.3,69.7,NA,"SPARCS Data as of December, 2017","Hospitalization","Very High",-18
